id,Data As Of,Totals By,STATE,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Influenza Deaths
117809,2023-09-27,By Month,Texas,Female,85 years and over,229,2926,230,0
117810,2023-09-27,By Month,Texas,All Sexes,All Ages,1460,19162,1810,0
117811,2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,200,0,0
117812,2023-09-27,By Month,Texas,All Sexes,0-17 years,0,330,0,0
117813,2023-09-27,By Month,Texas,All Sexes,1-4 years,0,38,0,0
117814,2023-09-27,By Month,Texas,All Sexes,5-14 years,0,40,0,0
117815,2023-09-27,By Month,Texas,All Sexes,15-24 years,0,334,0,0
117816,2023-09-27,By Month,Texas,All Sexes,18-29 years,19,510,0,0
117817,2023-09-27,By Month,Texas,All Sexes,25-34 years,28,520,31,0
117818,2023-09-27,By Month,Texas,All Sexes,30-39 years,44,632,44,0
117819,2023-09-27,By Month,Texas,All Sexes,35-44 years,70,794,55,0
117820,2023-09-27,By Month,Texas,All Sexes,40-49 years,115,999,99,0
117821,2023-09-27,By Month,Texas,All Sexes,45-54 years,186,1358,192,0
117822,2023-09-27,By Month,Texas,All Sexes,50-64 years,406,3742,442,0
117823,2023-09-27,By Month,Texas,All Sexes,55-64 years,292,2929,314,0
117824,2023-09-27,By Month,Texas,All Sexes,65-74 years,394,4169,488,0
117825,2023-09-27,By Month,Texas,All Sexes,75-84 years,274,4317,406,0
117826,2023-09-27,By Month,Texas,All Sexes,85 years and over,206,4463,316,0
117827,2023-09-27,By Month,Texas,Male,All Ages,811,10163,1011,0
117828,2023-09-27,By Month,Texas,Male,Under 1 year,0,107,0,0
117829,2023-09-27,By Month,Texas,Male,0-17 years,0,190,0,0
117830,2023-09-27,By Month,Texas,Male,1-4 years,0,19,0,0
117831,2023-09-27,By Month,Texas,Male,5-14 years,0,23,0,0
117832,2023-09-27,By Month,Texas,Male,15-24 years,0,259,0,0
117833,2023-09-27,By Month,Texas,Male,18-29 years,13,391,0,0
117834,2023-09-27,By Month,Texas,Male,25-34 years,18,370,18,0
117835,2023-09-27,By Month,Texas,Male,30-39 years,28,434,27,0
117836,2023-09-27,By Month,Texas,Male,35-44 years,43,529,33,0
117837,2023-09-27,By Month,Texas,Male,40-49 years,65,623,53,0
117838,2023-09-27,By Month,Texas,Male,45-54 years,111,836,113,0
117839,2023-09-27,By Month,Texas,Male,50-64 years,250,2281,268,0
117840,2023-09-27,By Month,Texas,Male,55-64 years,179,1776,188,0
117841,2023-09-27,By Month,Texas,Male,65-74 years,211,2368,288,0
117842,2023-09-27,By Month,Texas,Male,75-84 years,152,2160,230,0
117843,2023-09-27,By Month,Texas,Male,85 years and over,92,1716,136,0
117844,2023-09-27,By Month,Texas,Female,All Ages,649,8999,799,0
117845,2023-09-27,By Month,Texas,Female,Under 1 year,0,93,0,0
117846,2023-09-27,By Month,Texas,Female,0-17 years,0,140,0,0
117847,2023-09-27,By Month,Texas,Female,1-4 years,0,19,0,0
117848,2023-09-27,By Month,Texas,Female,5-14 years,0,17,0,0
117849,2023-09-27,By Month,Texas,Female,15-24 years,0,75,0,0
117850,2023-09-27,By Month,Texas,Female,18-29 years,0,119,0,0
117851,2023-09-27,By Month,Texas,Female,25-34 years,10,150,13,0
117852,2023-09-27,By Month,Texas,Female,30-39 years,16,198,17,0
117853,2023-09-27,By Month,Texas,Female,35-44 years,27,265,22,0
117854,2023-09-27,By Month,Texas,Female,40-49 years,50,376,46,0
117855,2023-09-27,By Month,Texas,Female,45-54 years,75,522,79,0
117856,2023-09-27,By Month,Texas,Female,50-64 years,156,1461,174,0
117857,2023-09-27,By Month,Texas,Female,55-64 years,113,1153,126,0
117858,2023-09-27,By Month,Texas,Female,65-74 years,183,1801,200,0
117859,2023-09-27,By Month,Texas,Female,75-84 years,122,2157,176,0
117860,2023-09-27,By Month,Texas,Female,85 years and over,114,2747,180,0
117861,2023-09-27,By Month,Texas,All Sexes,All Ages,1209,19221,1568,0
117862,2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,162,0,0
117863,2023-09-27,By Month,Texas,All Sexes,0-17 years,0,300,0,0
117864,2023-09-27,By Month,Texas,All Sexes,1-4 years,0,40,0,0
117865,2023-09-27,By Month,Texas,All Sexes,5-14 years,0,52,0,0
117866,2023-09-27,By Month,Texas,All Sexes,15-24 years,10,315,0,0
117867,2023-09-27,By Month,Texas,All Sexes,18-29 years,24,547,12,0
117868,2023-09-27,By Month,Texas,All Sexes,25-34 years,36,608,21,0
117869,2023-09-27,By Month,Texas,All Sexes,30-39 years,53,687,47,0
117870,2023-09-27,By Month,Texas,All Sexes,35-44 years,81,782,72,0
117871,2023-09-27,By Month,Texas,All Sexes,40-49 years,112,995,91,0
117872,2023-09-27,By Month,Texas,All Sexes,45-54 years,144,1375,135,0
117873,2023-09-27,By Month,Texas,All Sexes,50-64 years,343,3702,376,0
117874,2023-09-27,By Month,Texas,All Sexes,55-64 years,261,2897,294,0
117875,2023-09-27,By Month,Texas,All Sexes,65-74 years,304,4099,397,0
117876,2023-09-27,By Month,Texas,All Sexes,75-84 years,229,4476,377,0
117877,2023-09-27,By Month,Texas,All Sexes,85 years and over,142,4415,264,0
117878,2023-09-27,By Month,Texas,Male,All Ages,695,10246,849,0
117879,2023-09-27,By Month,Texas,Male,Under 1 year,0,92,0,0
117880,2023-09-27,By Month,Texas,Male,0-17 years,0,173,0,0
117881,2023-09-27,By Month,Texas,Male,1-4 years,0,20,0,0
117882,2023-09-27,By Month,Texas,Male,5-14 years,0,30,0,0
117883,2023-09-27,By Month,Texas,Male,15-24 years,0,244,0,0
117884,2023-09-27,By Month,Texas,Male,18-29 years,15,411,0,0
117885,2023-09-27,By Month,Texas,Male,25-34 years,27,433,12,0
117886,2023-09-27,By Month,Texas,Male,30-39 years,37,477,31,0
117887,2023-09-27,By Month,Texas,Male,35-44 years,54,511,45,0
117888,2023-09-27,By Month,Texas,Male,40-49 years,77,609,61,0
117889,2023-09-27,By Month,Texas,Male,45-54 years,89,823,76,0
117890,2023-09-27,By Month,Texas,Male,50-64 years,219,2261,208,0
