id,Data As Of,Totals By,STATE,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Influenza Deaths
119022,2023-09-27,By Month,Texas,Female,15-24 years,0,65,0,0
119023,2023-09-27,By Month,Texas,Female,18-29 years,0,112,0,0
119024,2023-09-27,By Month,Texas,Female,25-34 years,0,135,0,0
119025,2023-09-27,By Month,Texas,Female,30-39 years,0,193,10,0
119026,2023-09-27,By Month,Texas,Female,35-44 years,0,269,13,0
119027,2023-09-27,By Month,Texas,Female,40-49 years,0,360,18,0
119028,2023-09-27,By Month,Texas,Female,45-54 years,0,501,27,0
119029,2023-09-27,By Month,Texas,Female,50-64 years,24,1333,85,0
119030,2023-09-27,By Month,Texas,Female,55-64 years,20,1038,70,0
119031,2023-09-27,By Month,Texas,Female,65-74 years,43,1830,150,0
119032,2023-09-27,By Month,Texas,Female,75-84 years,47,2440,161,0
119033,2023-09-27,By Month,Texas,Female,85 years and over,72,2933,154,0
119034,2023-09-27,By Month,Texas,All Sexes,All Ages,325,18645,1118,15
119035,2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,190,0,0
119036,2023-09-27,By Month,Texas,All Sexes,0-17 years,0,343,11,0
119037,2023-09-27,By Month,Texas,All Sexes,1-4 years,0,41,0,0
119038,2023-09-27,By Month,Texas,All Sexes,5-14 years,0,51,0,0
119039,2023-09-27,By Month,Texas,All Sexes,15-24 years,0,292,0,0
119040,2023-09-27,By Month,Texas,All Sexes,18-29 years,0,447,0,0
119041,2023-09-27,By Month,Texas,All Sexes,25-34 years,0,448,17,0
119042,2023-09-27,By Month,Texas,All Sexes,30-39 years,0,569,23,0
119043,2023-09-27,By Month,Texas,All Sexes,35-44 years,0,726,23,0
119044,2023-09-27,By Month,Texas,All Sexes,40-49 years,0,848,40,0
119045,2023-09-27,By Month,Texas,All Sexes,45-54 years,0,1137,60,0
119046,2023-09-27,By Month,Texas,All Sexes,50-64 years,38,3205,176,0
119047,2023-09-27,By Month,Texas,All Sexes,55-64 years,32,2527,143,0
119048,2023-09-27,By Month,Texas,All Sexes,65-74 years,56,3897,261,0
119049,2023-09-27,By Month,Texas,All Sexes,75-84 years,102,4628,328,0
119050,2023-09-27,By Month,Texas,All Sexes,85 years and over,118,4708,272,0
119051,2023-09-27,By Month,Texas,Male,All Ages,178,9852,594,0
119052,2023-09-27,By Month,Texas,Male,Under 1 year,0,112,0,0
119053,2023-09-27,By Month,Texas,Male,0-17 years,0,219,0,0
119054,2023-09-27,By Month,Texas,Male,1-4 years,0,24,0,0
119055,2023-09-27,By Month,Texas,Male,5-14 years,0,34,0,0
119056,2023-09-27,By Month,Texas,Male,15-24 years,0,212,0,0
119057,2023-09-27,By Month,Texas,Male,18-29 years,0,327,0,0
119058,2023-09-27,By Month,Texas,Male,25-34 years,0,323,0,0
119059,2023-09-27,By Month,Texas,Male,30-39 years,0,379,10,0
119060,2023-09-27,By Month,Texas,Male,35-44 years,0,463,10,0
119061,2023-09-27,By Month,Texas,Male,40-49 years,0,540,21,0
119062,2023-09-27,By Month,Texas,Male,45-54 years,0,740,32,0
119063,2023-09-27,By Month,Texas,Male,50-64 years,23,1982,94,0
119064,2023-09-27,By Month,Texas,Male,55-64 years,19,1539,77,0
119065,2023-09-27,By Month,Texas,Male,65-74 years,29,2211,143,0
119066,2023-09-27,By Month,Texas,Male,75-84 years,56,2333,184,0
119067,2023-09-27,By Month,Texas,Male,85 years and over,63,1861,127,0
119068,2023-09-27,By Month,Texas,Female,All Ages,147,8793,524,0
119069,2023-09-27,By Month,Texas,Female,Under 1 year,0,78,0,0
119070,2023-09-27,By Month,Texas,Female,0-17 years,0,124,0,0
119071,2023-09-27,By Month,Texas,Female,1-4 years,0,17,0,0
119072,2023-09-27,By Month,Texas,Female,5-14 years,0,17,0,0
119073,2023-09-27,By Month,Texas,Female,15-24 years,0,80,0,0
119074,2023-09-27,By Month,Texas,Female,18-29 years,0,120,0,0
119075,2023-09-27,By Month,Texas,Female,25-34 years,0,125,0,0
119076,2023-09-27,By Month,Texas,Female,30-39 years,0,190,13,0
119077,2023-09-27,By Month,Texas,Female,35-44 years,0,263,13,0
119078,2023-09-27,By Month,Texas,Female,40-49 years,0,308,19,0
119079,2023-09-27,By Month,Texas,Female,45-54 years,0,397,28,0
119080,2023-09-27,By Month,Texas,Female,50-64 years,15,1223,82,0
119081,2023-09-27,By Month,Texas,Female,55-64 years,13,988,66,0
119082,2023-09-27,By Month,Texas,Female,65-74 years,27,1686,118,0
119083,2023-09-27,By Month,Texas,Female,75-84 years,46,2295,144,0
119084,2023-09-27,By Month,Texas,Female,85 years and over,55,2847,145,0
119085,2023-09-27,By Month,Texas,All Sexes,All Ages,225,18941,1105,12
119086,2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,204,0,0
119087,2023-09-27,By Month,Texas,All Sexes,0-17 years,0,366,0,0
119088,2023-09-27,By Month,Texas,All Sexes,1-4 years,0,40,0,0
119089,2023-09-27,By Month,Texas,All Sexes,5-14 years,0,44,0,0
119090,2023-09-27,By Month,Texas,All Sexes,15-24 years,0,342,0,0
119091,2023-09-27,By Month,Texas,All Sexes,18-29 years,0,545,0,0
119092,2023-09-27,By Month,Texas,All Sexes,25-34 years,0,530,10,0
119093,2023-09-27,By Month,Texas,All Sexes,30-39 years,0,560,16,0
119094,2023-09-27,By Month,Texas,All Sexes,35-44 years,0,729,26,0
119095,2023-09-27,By Month,Texas,All Sexes,40-49 years,0,863,30,0
119096,2023-09-27,By Month,Texas,All Sexes,45-54 years,11,1160,53,0
119097,2023-09-27,By Month,Texas,All Sexes,50-64 years,35,3217,208,0
119098,2023-09-27,By Month,Texas,All Sexes,55-64 years,27,2502,171,0
119099,2023-09-27,By Month,Texas,All Sexes,65-74 years,39,3977,251,0
119100,2023-09-27,By Month,Texas,All Sexes,75-84 years,54,4697,312,0
119101,2023-09-27,By Month,Texas,All Sexes,85 years and over,90,4716,275,0
119102,2023-09-27,By Month,Texas,Male,All Ages,120,10111,592,0
119103,2023-09-27,By Month,Texas,Male,Under 1 year,0,108,0,0
119104,2023-09-27,By Month,Texas,Male,0-17 years,0,200,0,0
119105,2023-09-27,By Month,Texas,Male,1-4 years,0,19,0,0
119106,2023-09-27,By Month,Texas,Male,5-14 years,0,24,0,0
119107,2023-09-27,By Month,Texas,Male,15-24 years,0,257,0,0
119108,2023-09-27,By Month,Texas,Male,18-29 years,0,409,0,0
119109,2023-09-27,By Month,Texas,Male,25-34 years,0,373,0,0
119110,2023-09-27,By Month,Texas,Male,30-39 years,0,368,0,0
119111,2023-09-27,By Month,Texas,Male,35-44 years,0,465,13,0
119112,2023-09-27,By Month,Texas,Male,40-49 years,0,551,14,0
119113,2023-09-27,By Month,Texas,Male,45-54 years,0,721,27,0
119114,2023-09-27,By Month,Texas,Male,50-64 years,17,1992,115,0
119115,2023-09-27,By Month,Texas,Male,55-64 years,12,1553,95,0
119116,2023-09-27,By Month,Texas,Male,65-74 years,27,2291,142,0
119117,2023-09-27,By Month,Texas,Male,75-84 years,35,2440,178,0
119118,2023-09-27,By Month,Texas,Male,85 years and over,37,1860,126,0
119119,2023-09-27,By Month,Texas,Female,All Ages,105,8830,513,0
119120,2023-09-27,By Month,Texas,Female,Under 1 year,0,96,0,0
119121,2023-09-27,By Month,Texas,Female,0-17 years,0,166,0,0
119122,2023-09-27,By Month,Texas,Female,1-4 years,0,21,0,0
119123,2023-09-27,By Month,Texas,Female,5-14 years,0,20,0,0
119124,2023-09-27,By Month,Texas,Female,15-24 years,0,85,0,0
119125,2023-09-27,By Month,Texas,Female,18-29 years,0,136,0,0
119126,2023-09-27,By Month,Texas,Female,25-34 years,0,157,0,0
119127,2023-09-27,By Month,Texas,Female,30-39 years,0,192,0,0
119128,2023-09-27,By Month,Texas,Female,35-44 years,0,264,13,0
119129,2023-09-27,By Month,Texas,Female,40-49 years,0,312,16,0
119130,2023-09-27,By Month,Texas,Female,45-54 years,0,439,26,0
119131,2023-09-27,By Month,Texas,Female,50-64 years,18,1225,93,0
119132,2023-09-27,By Month,Texas,Female,55-64 years,15,949,76,0
119133,2023-09-27,By Month,Texas,Female,65-74 years,12,1686,109,0
119134,2023-09-27,By Month,Texas,Female,75-84 years,19,2257,134,0
119135,2023-09-27,By Month,Texas,Female,85 years and over,53,2856,149,0
119136,2023-09-27,By Month,Texas,All Sexes,All Ages,144,18500,1013,10
119137,2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,211,0,0
119138,2023-09-27,By Month,Texas,All Sexes,0-17 years,0,354,14,0
119139,2023-09-27,By Month,Texas,All Sexes,1-4 years,0,27,0,0
119140,2023-09-27,By Month,Texas,All Sexes,5-14 years,0,45,0,0
119141,2023-09-27,By Month,Texas,All Sexes,15-24 years,0,331,0,0
119142,2023-09-27,By Month,Texas,All Sexes,18-29 years,0,472,12,0
119143,2023-09-27,By Month,Texas,All Sexes,25-34 years,0,494,13,0
119144,2023-09-27,By Month,Texas,All Sexes,30-39 years,0,631,14,0
119145,2023-09-27,By Month,Texas,All Sexes,35-44 years,0,764,22,0
119146,2023-09-27,By Month,Texas,All Sexes,40-49 years,0,949,35,0
119147,2023-09-27,By Month,Texas,All Sexes,45-54 years,0,1240,55,0
119148,2023-09-27,By Month,Texas,All Sexes,50-64 years,18,3199,183,0
119149,2023-09-27,By Month,Texas,All Sexes,55-64 years,15,2493,149,0
119150,2023-09-27,By Month,Texas,All Sexes,65-74 years,26,3910,240,0
119151,2023-09-27,By Month,Texas,All Sexes,75-84 years,44,4512,284,0
119152,2023-09-27,By Month,Texas,All Sexes,85 years and over,50,4473,231,0
119153,2023-09-27,By Month,Texas,Male,All Ages,80,9859,550,0
119154,2023-09-27,By Month,Texas,Male,Under 1 year,0,122,0,0
119155,2023-09-27,By Month,Texas,Male,0-17 years,0,214,0,0
119156,2023-09-27,By Month,Texas,Male,1-4 years,0,22,0,0
119157,2023-09-27,By Month,Texas,Male,5-14 years,0,20,0,0
119158,2023-09-27,By Month,Texas,Male,15-24 years,0,235,0,0
119159,2023-09-27,By Month,Texas,Male,18-29 years,0,344,0,0
119160,2023-09-27,By Month,Texas,Male,25-34 years,0,376,0,0
119161,2023-09-27,By Month,Texas,Male,30-39 years,0,455,11,0
119162,2023-09-27,By Month,Texas,Male,35-44 years,0,500,13,0
119163,2023-09-27,By Month,Texas,Male,40-49 years,0,585,20,0
119164,2023-09-27,By Month,Texas,Male,45-54 years,0,766,36,0
119165,2023-09-27,By Month,Texas,Male,50-64 years,12,1990,123,0
119166,2023-09-27,By Month,Texas,Male,55-64 years,10,1547,100,0
119167,2023-09-27,By Month,Texas,Male,65-74 years,16,2236,134,0
119168,2023-09-27,By Month,Texas,Male,75-84 years,28,2272,154,0
119169,2023-09-27,By Month,Texas,Male,85 years and over,21,1763,95,0
119170,2023-09-27,By Month,Texas,Female,All Ages,64,8641,463,0
119171,2023-09-27,By Month,Texas,Female,Under 1 year,0,89,0,0
119172,2023-09-27,By Month,Texas,Female,0-17 years,0,140,0,0
119173,2023-09-27,By Month,Texas,Female,1-4 years,0,0,0,0
119174,2023-09-27,By Month,Texas,Female,5-14 years,0,25,0,0
119175,2023-09-27,By Month,Texas,Female,15-24 years,0,96,0,0
119176,2023-09-27,By Month,Texas,Female,18-29 years,0,128,0,0
119177,2023-09-27,By Month,Texas,Female,25-34 years,0,118,0,0
119178,2023-09-27,By Month,Texas,Female,30-39 years,0,176,0,0
119179,2023-09-27,By Month,Texas,Female,35-44 years,0,264,0,0
119180,2023-09-27,By Month,Texas,Female,40-49 years,0,364,15,0
119181,2023-09-27,By Month,Texas,Female,45-54 years,0,474,19,0
119182,2023-09-27,By Month,Texas,Female,50-64 years,0,1209,60,0
119183,2023-09-27,By Month,Texas,Female,55-64 years,0,946,49,0
119184,2023-09-27,By Month,Texas,Female,65-74 years,10,1674,106,0
119185,2023-09-27,By Month,Texas,Female,75-84 years,16,2240,130,0
119186,2023-09-27,By Month,Texas,Female,85 years and over,29,2710,136,0
119187,2023-09-27,By Month,Texas,All Sexes,All Ages,130,18752,961,0
119188,2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,194,0,0
119189,2023-09-27,By Month,Texas,All Sexes,0-17 years,0,363,0,0
119190,2023-09-27,By Month,Texas,All Sexes,1-4 years,0,47,0,0
119191,2023-09-27,By Month,Texas,All Sexes,5-14 years,0,65,0,0
119192,2023-09-27,By Month,Texas,All Sexes,15-24 years,0,299,0,0
119193,2023-09-27,By Month,Texas,All Sexes,18-29 years,0,447,0,0
119194,2023-09-27,By Month,Texas,All Sexes,25-34 years,0,503,0,0
119195,2023-09-27,By Month,Texas,All Sexes,30-39 years,0,668,19,0
119196,2023-09-27,By Month,Texas,All Sexes,35-44 years,0,771,26,0
119197,2023-09-27,By Month,Texas,All Sexes,40-49 years,0,900,37,0
119198,2023-09-27,By Month,Texas,All Sexes,45-54 years,0,1190,60,0
119199,2023-09-27,By Month,Texas,All Sexes,50-64 years,17,3167,140,0
119200,2023-09-27,By Month,Texas,All Sexes,55-64 years,15,2476,105,0
119201,2023-09-27,By Month,Texas,All Sexes,65-74 years,27,3953,237,0
119202,2023-09-27,By Month,Texas,All Sexes,75-84 years,39,4679,282,0
119203,2023-09-27,By Month,Texas,All Sexes,85 years and over,42,4575,235,0
119204,2023-09-27,By Month,Texas,Male,All Ages,67,10083,523,0
119205,2023-09-27,By Month,Texas,Male,Under 1 year,0,110,0,0
119206,2023-09-27,By Month,Texas,Male,0-17 years,0,219,0,0
119207,2023-09-27,By Month,Texas,Male,1-4 years,0,33,0,0
119208,2023-09-27,By Month,Texas,Male,5-14 years,0,33,0,0
119209,2023-09-27,By Month,Texas,Male,15-24 years,0,221,0,0
119210,2023-09-27,By Month,Texas,Male,18-29 years,0,327,0,0
119211,2023-09-27,By Month,Texas,Male,25-34 years,0,366,0,0
119212,2023-09-27,By Month,Texas,Male,30-39 years,0,471,14,0
119213,2023-09-27,By Month,Texas,Male,35-44 years,0,520,21,0
119214,2023-09-27,By Month,Texas,Male,40-49 years,0,597,22,0
119215,2023-09-27,By Month,Texas,Male,45-54 years,0,750,32,0
119216,2023-09-27,By Month,Texas,Male,50-64 years,0,1888,77,0
119217,2023-09-27,By Month,Texas,Male,55-64 years,0,1469,58,0
119218,2023-09-27,By Month,Texas,Male,65-74 years,16,2294,134,0
119219,2023-09-27,By Month,Texas,Male,75-84 years,22,2433,163,0
119220,2023-09-27,By Month,Texas,Male,85 years and over,18,1854,105,0
119221,2023-09-27,By Month,Texas,Female,All Ages,63,8669,438,0
119222,2023-09-27,By Month,Texas,Female,Under 1 year,0,84,0,0
119223,2023-09-27,By Month,Texas,Female,0-17 years,0,144,0,0
119224,2023-09-27,By Month,Texas,Female,1-4 years,0,14,0,0
119225,2023-09-27,By Month,Texas,Female,5-14 years,0,32,0,0
119226,2023-09-27,By Month,Texas,Female,15-24 years,0,78,0,0
119227,2023-09-27,By Month,Texas,Female,18-29 years,0,120,0,0
119228,2023-09-27,By Month,Texas,Female,25-34 years,0,137,0,0
119229,2023-09-27,By Month,Texas,Female,30-39 years,0,197,0,0
119230,2023-09-27,By Month,Texas,Female,35-44 years,0,251,0,0
119231,2023-09-27,By Month,Texas,Female,40-49 years,0,303,15,0
119232,2023-09-27,By Month,Texas,Female,45-54 years,0,440,28,0
119233,2023-09-27,By Month,Texas,Female,50-64 years,0,1279,63,0
119234,2023-09-27,By Month,Texas,Female,55-64 years,0,1007,47,0
119235,2023-09-27,By Month,Texas,Female,65-74 years,11,1659,103,0
119236,2023-09-27,By Month,Texas,Female,75-84 years,17,2246,119,0
119237,2023-09-27,By Month,Texas,Female,85 years and over,24,2721,130,0
119238,2023-09-27,By Month,Texas,All Sexes,All Ages,272,17984,957,10
119239,2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,159,0,0
119240,2023-09-27,By Month,Texas,All Sexes,0-17 years,0,303,0,0
119241,2023-09-27,By Month,Texas,All Sexes,1-4 years,0,42,0,0
119242,2023-09-27,By Month,Texas,All Sexes,5-14 years,0,41,0,0
119243,2023-09-27,By Month,Texas,All Sexes,15-24 years,0,272,0,0
119244,2023-09-27,By Month,Texas,All Sexes,18-29 years,0,402,0,0
119245,2023-09-27,By Month,Texas,All Sexes,25-34 years,0,439,10,0
119246,2023-09-27,By Month,Texas,All Sexes,30-39 years,0,590,15,0
119247,2023-09-27,By Month,Texas,All Sexes,35-44 years,0,697,26,0
119248,2023-09-27,By Month,Texas,All Sexes,40-49 years,0,822,29,0
119249,2023-09-27,By Month,Texas,All Sexes,45-54 years,0,1138,40,0
119250,2023-09-27,By Month,Texas,All Sexes,50-64 years,32,2991,165,0
119251,2023-09-27,By Month,Texas,All Sexes,55-64 years,29,2320,136,0
119252,2023-09-27,By Month,Texas,All Sexes,65-74 years,49,3922,222,0
119253,2023-09-27,By Month,Texas,All Sexes,75-84 years,90,4596,291,0
119254,2023-09-27,By Month,Texas,All Sexes,85 years and over,90,4358,226,0
119255,2023-09-27,By Month,Texas,Male,All Ages,152,9501,521,0
119256,2023-09-27,By Month,Texas,Male,Under 1 year,0,85,0,0
119257,2023-09-27,By Month,Texas,Male,0-17 years,0,180,0,0
119258,2023-09-27,By Month,Texas,Male,1-4 years,0,28,0,0
119259,2023-09-27,By Month,Texas,Male,5-14 years,0,26,0,0
119260,2023-09-27,By Month,Texas,Male,15-24 years,0,188,0,0
119261,2023-09-27,By Month,Texas,Male,18-29 years,0,279,0,0
119262,2023-09-27,By Month,Texas,Male,25-34 years,0,315,0,0
119263,2023-09-27,By Month,Texas,Male,30-39 years,0,413,10,0
119264,2023-09-27,By Month,Texas,Male,35-44 years,0,468,15,0
119265,2023-09-27,By Month,Texas,Male,40-49 years,0,538,17,0
119266,2023-09-27,By Month,Texas,Male,45-54 years,0,698,25,0
119267,2023-09-27,By Month,Texas,Male,50-64 years,18,1814,92,0
119268,2023-09-27,By Month,Texas,Male,55-64 years,15,1416,74,0
119269,2023-09-27,By Month,Texas,Male,65-74 years,27,2195,137,0
119270,2023-09-27,By Month,Texas,Male,75-84 years,54,2396,158,0
119271,2023-09-27,By Month,Texas,Male,85 years and over,46,1686,103,0
119272,2023-09-27,By Month,Texas,Female,All Ages,120,8483,436,0
119273,2023-09-27,By Month,Texas,Female,Under 1 year,0,74,0,0
119274,2023-09-27,By Month,Texas,Female,0-17 years,0,123,0,0
119275,2023-09-27,By Month,Texas,Female,1-4 years,0,14,0,0
119276,2023-09-27,By Month,Texas,Female,5-14 years,0,15,0,0
119277,2023-09-27,By Month,Texas,Female,15-24 years,0,84,0,0
119278,2023-09-27,By Month,Texas,Female,18-29 years,0,123,0,0
119279,2023-09-27,By Month,Texas,Female,25-34 years,0,124,0,0
119280,2023-09-27,By Month,Texas,Female,30-39 years,0,177,0,0
119281,2023-09-27,By Month,Texas,Female,35-44 years,0,229,11,0
119282,2023-09-27,By Month,Texas,Female,40-49 years,0,284,12,0
119283,2023-09-27,By Month,Texas,Female,45-54 years,0,440,15,0
119284,2023-09-27,By Month,Texas,Female,50-64 years,14,1177,73,0
119285,2023-09-27,By Month,Texas,Female,55-64 years,14,904,62,0
119286,2023-09-27,By Month,Texas,Female,65-74 years,22,1727,85,0
119287,2023-09-27,By Month,Texas,Female,75-84 years,36,2200,133,0
119288,2023-09-27,By Month,Texas,Female,85 years and over,44,2672,123,0
119289,2023-09-27,By Month,Texas,All Sexes,All Ages,184,7685,421,0
119290,2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,37,0,0
119291,2023-09-27,By Month,Texas,All Sexes,0-17 years,0,66,0,0
119292,2023-09-27,By Month,Texas,All Sexes,1-4 years,0,0,0,0
119293,2023-09-27,By Month,Texas,All Sexes,5-14 years,0,0,0,0
119294,2023-09-27,By Month,Texas,All Sexes,15-24 years,0,65,0,0
119295,2023-09-27,By Month,Texas,All Sexes,18-29 years,0,92,0,0
119296,2023-09-27,By Month,Texas,All Sexes,25-34 years,0,105,0,0
119297,2023-09-27,By Month,Texas,All Sexes,30-39 years,0,159,0,0
119298,2023-09-27,By Month,Texas,All Sexes,35-44 years,0,222,0,0
119299,2023-09-27,By Month,Texas,All Sexes,40-49 years,0,289,0,0
119300,2023-09-27,By Month,Texas,All Sexes,45-54 years,0,414,26,0
119301,2023-09-27,By Month,Texas,All Sexes,50-64 years,23,1161,64,0
119302,2023-09-27,By Month,Texas,All Sexes,55-64 years,19,906,44,0
119303,2023-09-27,By Month,Texas,All Sexes,65-74 years,35,1600,107,0
119304,2023-09-27,By Month,Texas,All Sexes,75-84 years,57,2165,130,0
119305,2023-09-27,By Month,Texas,All Sexes,85 years and over,62,2153,102,0
119306,2023-09-27,By Month,Texas,Male,All Ages,101,3935,224,0
119307,2023-09-27,By Month,Texas,Male,Under 1 year,0,22,0,0
119308,2023-09-27,By Month,Texas,Male,0-17 years,0,37,0,0
119309,2023-09-27,By Month,Texas,Male,1-4 years,0,0,0,0
119310,2023-09-27,By Month,Texas,Male,5-14 years,0,0,0,0
119311,2023-09-27,By Month,Texas,Male,15-24 years,0,47,0,0
119312,2023-09-27,By Month,Texas,Male,18-29 years,0,66,0,0
119313,2023-09-27,By Month,Texas,Male,25-34 years,0,70,0,0
119314,2023-09-27,By Month,Texas,Male,30-39 years,0,98,0,0
119315,2023-09-27,By Month,Texas,Male,35-44 years,0,144,0,0
119316,2023-09-27,By Month,Texas,Male,40-49 years,0,185,0,0
119317,2023-09-27,By Month,Texas,Male,45-54 years,0,229,12,0
119318,2023-09-27,By Month,Texas,Male,50-64 years,10,685,26,0
119319,2023-09-27,By Month,Texas,Male,55-64 years,0,552,18,0
119320,2023-09-27,By Month,Texas,Male,65-74 years,25,874,57,0
119321,2023-09-27,By Month,Texas,Male,75-84 years,35,1105,73,0
119322,2023-09-27,By Month,Texas,Male,85 years and over,28,885,54,0
119323,2023-09-27,By Month,Texas,Female,All Ages,83,3750,197,0
119324,2023-09-27,By Month,Texas,Female,Under 1 year,0,15,0,0
119325,2023-09-27,By Month,Texas,Female,0-17 years,0,29,0,0
119326,2023-09-27,By Month,Texas,Female,1-4 years,0,0,0,0
119327,2023-09-27,By Month,Texas,Female,5-14 years,0,0,0,0
119328,2023-09-27,By Month,Texas,Female,15-24 years,0,18,0,0
119329,2023-09-27,By Month,Texas,Female,18-29 years,0,26,0,0
119330,2023-09-27,By Month,Texas,Female,25-34 years,0,35,0,0
119331,2023-09-27,By Month,Texas,Female,30-39 years,0,61,0,0
119332,2023-09-27,By Month,Texas,Female,35-44 years,0,78,0,0
119333,2023-09-27,By Month,Texas,Female,40-49 years,0,104,0,0
119334,2023-09-27,By Month,Texas,Female,45-54 years,0,185,14,0
119335,2023-09-27,By Month,Texas,Female,50-64 years,13,476,38,0
119336,2023-09-27,By Month,Texas,Female,55-64 years,10,354,26,0
119337,2023-09-27,By Month,Texas,Female,65-74 years,10,726,50,0
119338,2023-09-27,By Month,Texas,Female,75-84 years,22,1060,57,0
119339,2023-09-27,By Month,Texas,Female,85 years and over,34,1268,48,0
